parent_code,code,name
001,00101,Bangued
001,00102,Boliney
001,00103,Bucay
001,00104,Bucloc
001,00105,Daguioman
001,00106,Danglas
001,00107,Dolores
001,00108,La Paz
001,00109,Lacub
001,00110,Lagangilang
001,00111,Lagayan
001,00112,Langiden
001,00113,Licuan-Baay
001,00114,Luba
001,00115,Malibcong
001,00116,Manabo
001,00117,Peñarrubia
001,00118,Pidigan
001,00119,Pilar
001,00120,Sallapadan
001,00121,San Isidro
001,00122,San Juan
001,00123,San Quintin
001,00124,Tayum
001,00125,Tineg
001,00126,Tubo
001,00127,Villaviciosa
002,30400,City of Butuan
002,00201,Buenavista
002,00203,City of Cabadbaran
002,00204,Carmen
002,00205,Jabonga
002,00206,Kitcharao
002,00207,Las Nieves
002,00208,Magallanes
002,00209,Nasipit
002,00210,Santiago
002,00211,Tubay
002,00212,Remedios T. Romualdez
003,00301,City of Bayugan
003,00302,Bunawan
003,00303,Esperanza
003,00304,La Paz
003,00305,Loreto
003,00306,Prosperidad
003,00307,Rosario
003,00308,San Francisco
003,00309,San Luis
003,00310,Santa Josefa
003,00311,Talacogon
003,00312,Trento
003,00313,Veruela
003,00314,Sibagat
004,00401,Altavas
004,00402,Balete
004,00403,Banga
004,00404,Batan
004,00405,Buruanga
004,00406,Ibajay
004,00407,Kalibo
004,00408,Lezo
004,00409,Libacao
004,00410,Madalag
004,00411,Makato
004,00412,Malay
004,00413,Malinao
004,00414,Nabas
004,00415,New Washington
004,00416,Numancia
004,00417,Tangalan
005,00501,Bacacay
005,00502,Camalig
005,00503,Daraga
005,00504,Guinobatan
005,00505,Jovellar
005,00506,City of Legazpi
005,00507,Libon
005,00508,City of Ligao
005,00509,Malilipot
005,00510,Malinao
005,00511,Manito
005,00512,Oas
005,00513,Pio Duran
005,00514,Polangui
005,00515,Rapu-Rapu
005,00516,Santo Domingo
005,00517,City of Tabaco
005,00518,Tiwi
006,00601,Anini-Y
006,00602,Barbaza
006,00603,Belison
006,00604,Bugasong
006,00605,Caluya
006,00606,Culasi
006,00607,Tobias Fornier
006,00608,Hamtic
006,00609,Laua-An
006,00610,Libertad
006,00611,Pandan
006,00612,Patnongon
006,00613,San Jose
006,00614,San Remigio
006,00615,Sebaste
006,00616,Sibalom
006,00617,Tibiao
006,00618,Valderrama
007,90101,City of Isabela
007,00702,City of Lamitan
007,00703,Lantawan
007,00704,Maluso
007,00705,Sumisip
007,00706,Tipo-Tipo
007,00707,Tuburan
007,00708,Akbar
007,00709,Al-Barka
007,00710,Hadji Mohammad Ajul
007,00711,Ungkaya Pukan
007,00712,Hadji Muhtamad
007,00713,Tabuan-Lasa
008,00801,Abucay
008,00802,Bagac
008,00803,City of Balanga
008,00804,Dinalupihan
008,00805,Hermosa
008,00806,Limay
008,00807,Mariveles
008,00808,Morong
008,00809,Orani
008,00810,Orion
008,00811,Pilar
008,00812,Samal
009,00901,Basco
009,00902,Itbayat
009,00903,Ivana
009,00904,Mahatao
009,00905,Sabtang
009,00906,Uyugan
010,01001,Agoncillo
010,01002,Alitagtag
010,01003,Balayan
010,01004,Balete
010,01005,Batangas City
010,01006,Bauan
010,01007,City of Calaca
010,01008,Calatagan
010,01009,Cuenca
010,01010,Ibaan
010,01011,Laurel
010,01012,Lemery
010,01013,Lian
010,01014,City of Lipa
010,01015,Lobo
010,01016,Mabini
010,01017,Malvar
010,01018,Mataasnakahoy
010,01019,Nasugbu
010,01020,Padre Garcia
010,01021,Rosario
010,01022,San Jose
010,01023,San Juan
010,01024,San Luis
010,01025,San Nicolas
010,01026,San Pascual
010,01027,Santa Teresita
010,01028,City of Sto. Tomas
010,01029,Taal
010,01030,Talisay
010,01031,City of Tanauan
010,01032,Taysan
010,01033,Tingloy
010,01034,Tuy
011,30300,City of Baguio
011,01101,Atok
011,01103,Bakun
011,01104,Bokod
011,01105,Buguias
011,01106,Itogon
011,01107,Kabayan
011,01108,Kapangan
011,01109,Kibungan
011,01110,La Trinidad
011,01111,Mankayan
011,01112,Sablan
011,01113,Tuba
011,01114,Tublay
012,01201,Alburquerque
012,01202,Alicia
012,01203,Anda
012,01204,Antequera
012,01205,Baclayon
012,01206,Balilihan
012,01207,Batuan
012,01208,Bilar
012,01209,Buenavista
012,01210,Calape
012,01211,Candijay
012,01212,Carmen
012,01213,Catigbian
012,01214,Clarin
012,01215,Corella
012,01216,Cortes
012,01217,Dagohoy
012,01218,Danao
012,01219,Dauis
012,01220,Dimiao
012,01221,Duero
012,01222,Garcia Hernandez
012,01223,Guindulman
012,01224,Inabanga
012,01225,Jagna
012,01226,Getafe
012,01227,Lila
012,01228,Loay
012,01229,Loboc
012,01230,Loon
012,01231,Mabini
012,01232,Maribojoc
012,01233,Panglao
012,01234,Pilar
012,01235,President Carlos P. Garcia
012,01236,Sagbayan
012,01237,San Isidro
012,01238,San Miguel
012,01239,Sevilla
012,01240,Sierra Bullones
012,01241,Sikatuna
012,01242,City of Tagbilaran
012,01243,Talibon
012,01244,Trinidad
012,01245,Tubigon
012,01246,Ubay
012,01247,Valencia
012,01248,Bien Unido
013,01301,Baungon
013,01302,Damulog
013,01303,Dangcagan
013,01304,Don Carlos
013,01305,Impasug-ong
013,01306,Kadingilan
013,01307,Kalilangan
013,01308,Kibawe
013,01309,Kitaotao
013,01310,Lantapan
013,01311,Libona
013,01312,City of Malaybalay
013,01313,Malitbog
013,01314,Manolo Fortich
013,01315,Maramag
013,01316,Pangantucan
013,01317,Quezon
013,01318,San Fernando
013,01319,Sumilao
013,01320,Talakag
013,01321,City of Valencia
013,01322,Cabanglasan
014,01401,Angat
014,01402,Balagtas
014,01403,City of Baliwag
014,01404,Bocaue
